times (ms),x-accel,y-accel,z-accel
19343.68834,0.222733,-0.82608,0.064651
19343.71549,0.218719,-1.022034,0.111618
19343.74265,0.305069,-1.170044,0.115356
19343.76984,0.423538,-1.477066,0.124603
19343.79699,0.303467,-1.412918,0.217285
19343.824129999997,0.147308,-1.437744,0.201797
19343.85129,0.03537,-1.465103,0.270279
19343.87844,0.373032,-1.47226,0.721527
19343.90562,0.514038,-1.117523,0.423401
19343.93277,0.126968,-0.938446,0.201248
19343.95992,0.56926,-0.620956,0.591034
19343.98707,0.788589,-0.648804,0.284256
19344.01422,0.61882,-0.848251,0.174011
19344.04141,0.139206,-1.592834,0.179642
19344.068559999996,-0.30426,-1.19548,-0.086243
19344.09571,-0.590363,-1.357468,-0.64772
19344.122860000003,-0.054932,-1.421738,-0.10498
19344.15001,0.494995,-1.280762,1.107224
19344.1772,-0.090179,-1.06221,0.469131
19344.20435,-0.467377,-0.838409,-0.239609
19344.2315,-0.533661,-0.723724,-0.599442
19344.25865,-0.120895,-0.973633,-0.542404
19344.2858,0.055618,-0.987167,-0.221771
19344.31299,-0.060501,-0.99675,0.14325
19344.34014,-0.245682,-1.050766,0.372238
19344.36729,-0.231049,-1.082458,0.024506
19344.39444,-0.106491,-1.004684,-0.057114
19344.42159,-0.164291,-0.957062,-0.054184
19344.44878,-0.183151,-1.018143,-0.04306
19344.475929999997,-0.163971,-1.013885,0.001389
19344.50308,-0.075623,-1.029099,0.078842
19344.53023,0.042969,-1.014206,0.171722
19344.55739,0.159943,-1.029861,0.212341
19344.58457,0.159317,-1.008774,0.164658
19344.61173,0.095413,-1.031967,0.0578
19344.63888,0.031326,-1.130264,0.131805
19344.66603,0.026993,-1.124161,0.22345
19344.69318,0.04982,-1.046814,0.299347
19344.720370000003,0.140045,-1.168488,0.354034
19344.74753,0.063309,-1.223923,0.12384
19344.77468,0.015747,-1.299942,0.105316
19344.801829999997,-0.049301,-1.615967,-0.064163
19344.82898,0.078629,-1.54924,-0.041885
19344.85617,0.674179,-1.584091,0.049026
19344.88333,0.557678,-1.136398,-0.165543
19344.91048,0.147659,-0.63649,-0.272385
19344.93763,-0.294235,-0.985291,-0.372772
19344.964770000002,-0.449539,-0.491394,-0.056702
19344.99197,-0.044968,-0.761566,0.244781
19345.01911,0.189255,-0.821289,0.158493
19345.046249999996,0.209,-0.827133,0.240875
19345.073419999997,0.448166,-1.019287,0.302277
19345.10057,0.037659,-1.157135,0.111633
19345.127759999996,0.100266,-1.30838,0.102921
19345.15491,0.159332,-1.464035,0.181763
19345.18206,0.093353,-1.57724,0.22934
19345.209210000005,0.084106,-1.755096,0.46489
19345.236370000002,0.047592,-1.116516,0.588394
19345.26355,0.317673,-1.134201,0.782166
19345.2907,0.867401,-0.832809,1.344543
19345.31786,1.343857,-0.252426,1.37648
19345.34501,1.913147,-0.6427,0.494278
19345.37217,0.844849,-1.520813,-0.930145
19345.39936,-0.330246,-1.274231,-0.389114
19345.42651,0.300217,-2.452805,0.831985
19345.45367,-0.10675,-1.006821,1.645798
19345.48082,-0.520462,-0.720795,-0.411041
19345.50797,-0.456116,-0.653061,-0.755783
19345.53516,0.044861,-0.89209,-1.276672
19345.56232,0.195099,-0.992249,-0.332932
19345.58947,0.028824,-1.031021,-0.046234
19345.616619999997,-0.195663,-1.005173,0.364899
19345.64377,-0.213806,-1.086945,0.333588
19345.670950000003,-0.452698,-0.914688,-0.404297
19345.69811,0.694824,-0.712311,1.892578
19345.72526,0.572693,-1.135483,0.080124
19345.75241,0.437607,-0.907181,-0.384979
19345.77957,0.23204,-1.101349,-0.215118
19345.80675,0.0681,-1.063721,0.333115
19345.8339,-0.117798,-1.064392,0.250763
19345.86105,-0.053726,-0.97699,-0.053864
19345.888209999994,0.180588,-1.013107,0.109802
19345.91536,0.184433,-1.048096,0.122803
19345.94255,0.051102,-1.115936,0.147385
19345.9697,-0.03772,-1.283524,0.110077
19345.99686,-0.09436,-1.124405,0.18277
19346.02401,-0.388489,-1.50415,-0.267868
19346.051160000006,-0.097275,-1.434341,0.320999
19346.07835,0.654556,-1.902451,0.512711
19346.105500000005,1.344116,-1.537292,0.16449
19346.13266,1.485168,-1.85025,-0.54129
19346.15981,0.192688,-0.599121,-0.439575
19346.18696,-0.490524,-0.235062,-0.158218
19346.21414,-0.657791,-0.089966,0.639633
19346.24129,-0.458023,-0.39151,0.276093
19346.26844,-0.116501,-0.581894,0.028748
19346.295590000005,0.395416,-1.071075,0.166901
19346.322740000003,0.504471,-1.110184,0.304581
19346.34993,0.511154,-1.408493,0.340164
19346.37708,0.351028,-1.655319,0.333344
19346.40423,0.173096,-1.960007,0.309479
19346.43138,0.012924,-2.021454,0.352539
19346.45836,0.058502,-1.549164,0.784256
19346.48555,0.317215,-0.979187,1.018265
19346.51271,1.025513,-0.337234,1.79921
19346.539860000004,1.25322,0.075333,1.065781
19346.567010000002,1.743088,-2.089813,0.121994
19346.59417,0.908936,-1.129089,-1.026871
19346.62135,-0.043839,-1.101089,-0.173141
19346.64851,-0.335403,-2.490051,2.458939
19346.675659999997,-0.983856,-1.115799,1.173096
19346.70281,-0.476303,-1.107513,-0.251404
19346.729959999997,-0.194794,-0.909225,-0.71814
19346.75715,0.21904,-1.012512,-0.560806
19346.7843,0.045227,-1.056015,0.020615
19346.81145,-0.240646,-0.996078,0.225464
19346.8386,-0.28952,-0.985214,-0.146088
19346.86575,-0.014893,-1.057083,-0.206055
19346.89294,-0.004135,-1.168839,0.053848
19346.92009,-0.071762,-1.111465,0.303329
19346.94724,-0.081161,-1.070236,0.089539
19346.97439,-0.079239,-1.007584,0.001312
19347.001530000005,-0.016495,-0.983139,0.084335
19347.02872,0.078247,-0.954056,0.14801
19347.05587,0.104858,-1.046295,0.065399
19347.08302,0.006989,-1.082123,0.138336
19347.110169999996,-0.107468,-1.02951,0.178223
19347.13732,-0.223587,-1.165619,0.15802
19347.16451,-0.366577,-1.494247,-0.001602
19347.19165,-0.273819,-1.47937,-0.070312
19347.218810000002,-0.002487,-1.263901,0.238602
19347.245960000007,0.558945,-1.988922,0.405197
19347.27311,1.343536,-2.101074,0.336502
19347.3003,1.375885,-1.260773,-0.334732
19347.32745,0.576157,-1.065994,-0.493408
19347.35461,-0.180115,-0.198395,-0.220749
19347.38175,-0.61937,-0.063843,0.389999
19347.40891,-0.631027,-0.519363,0.366791
19347.4361,-0.155914,-1.043182,0.239487
19347.46325,0.154892,-0.910339,0.341187
19347.4904,0.2565,-1.169724,0.3452
19347.517550000004,0.215103,-1.446274,0.374756
19347.54469,0.075073,-1.687149,0.439651
19347.57189,-0.103195,-1.907013,0.38591
19347.59904,-0.239395,-2.041016,0.419479
19347.62619,-0.025772,-1.5354,1.093536
19347.65334,0.677322,-0.842026,1.725327
19347.68049,1.354034,-0.289169,1.99144
19347.70767,1.472855,-0.085709,0.98732
19347.73482,1.272354,-1.375351,-0.280853
19347.76197,-0.295609,-2.035782,-3.260651
19347.78911,-0.070465,-1.394623,-0.025681
19347.81626,-0.115524,-2.582504,2.890381
19347.843450000004,-0.593506,-0.892929,0.343658
19347.8706,-0.396805,-1.014618,-0.200104
19347.897749999996,-0.2948,-0.684494,-0.75824
19347.924890000002,-0.010956,-0.882401,-0.89595
19347.952040000004,0.159027,-1.084488,-0.416031
19347.979219999997,-0.020111,-0.96051,0.036697
19348.006380000003,-0.232498,-1.010239,0.164841
19348.03352999999,-0.254593,-1.013214,-0.046585
19348.06067,-0.127014,-1.040771,-0.108627
19348.08782,-0.027344,-1.031662,0.016418
19348.11501,0.031876,-1.057404,0.148575
19348.14216,0.029785,-1.047012,0.214279
19348.16931,-0.052887,-1.00528,0.172806
19348.19647,-0.039368,-1.019608,0.058914
19348.22361,-0.019089,-1.060486,0.028534
19348.2508,-0.048737,-1.107727,0.015091
19348.27795,-0.180008,-1.078293,0.170547
19348.3051,-0.233719,-1.240646,0.177872
19348.33225,-0.326599,-1.352631,-0.092575
19348.35939,-0.321838,-1.219543,-0.020721
19348.38658,-0.248169,-1.870148,-0.386459
19348.41373,0.238434,-1.556046,0.34285
19348.44088,1.416412,-3.219925,0.503738
19348.468020000004,0.551315,-0.515686,-0.224731
19348.495180000005,0.910904,-1.672104,-0.505203
19348.522359999984,-0.108673,-0.232971,-0.503571
19348.54951,-0.592712,-0.029388,-0.406784
19348.57666,-0.564651,-0.466461,0.058868
19348.60381,-0.088699,-0.989853,0.237091
19348.63096,0.21344,-1.011749,0.426071
19348.65815,0.349869,-1.331085,0.383148
19348.6853,0.342987,-1.501709,0.285767
19348.712449999995,0.28714,-1.641708,0.242844
19348.7396,0.153915,-1.942383,0.329102
19348.76675,0.004288,-1.878708,0.633926
19348.79393,0.475311,-1.281448,1.237091
19348.82108,0.92691,-0.814484,1.409225
19348.84823,1.407471,-0.329407,1.450058
19348.87538,1.386871,-0.334396,0.804718
19348.902520000003,1.199844,-0.943344,0.099854
19348.92971,0.006836,-1.871613,-0.778976
19348.95685,-0.558105,-2.961594,0.28096
19348.98401,-0.775162,-0.723831,2.170685
19349.01116,-0.523392,-1.149292,0.314117
19349.038309999996,-0.217682,-0.639877,-0.688843
19349.0655,0.041519,-0.970322,-0.933731
19349.09265,0.150131,-1.100296,-0.367264
19349.1198,-0.128693,-1.010208,0.05867
19349.146950000002,-0.310028,-1.030594,0.163773
19349.174100000004,-0.253876,-1.077682,-0.066528
19349.201290000005,-0.08429,-1.035019,-0.041595
19349.22843,-0.01004,-1.04126,0.061584
19349.25558,0.040756,-1.004562,0.04274
19349.28273,0.017365,-0.959335,-0.051895
19349.30989,0.00296,-0.938889,0.045517
19349.337070000005,0.013214,-0.969986,0.147705
19349.36422,-0.033615,-1.074265,0.007812
19349.39137,-0.089584,-1.076965,-0.03067
19349.41852,-0.183701,-1.028519,0.143265
19349.44567,-0.21463,-1.155762,0.387222
19349.472859999998,-0.4104,-1.411545,-0.057098
19349.50001,-0.532654,-1.552902,-0.151382
19349.52716,-0.298004,-1.65802,-0.182846
19349.55431,0.727005,-2.242661,0.13504
19349.58147,1.481354,-1.802032,0.573364
19349.60866,0.880295,-1.30838,-0.458908
19349.635810000003,0.227936,-0.600403,-0.546875
19349.66296,-0.401596,-0.059296,-0.25264
19349.69011,-0.632263,-0.125214,0.013535
19349.717150000004,-0.520874,-0.669174,0.047714
19349.74445,-0.07991,-1.064941,0.387421
19349.7716,0.041336,-1.232101,0.285187
19349.79875,0.163773,-1.496368,0.306259
19349.82591,0.178009,-1.621811,0.193863
19349.85306,0.051987,-1.856552,0.366638
19349.880240000002,0.108185,-1.922302,0.489655
19349.90739,0.370346,-1.594086,1.063599
19349.934539999995,0.602615,-0.72879,1.067291
19349.961689999996,1.164368,-0.607864,1.404938
19349.98884,1.289902,-0.285538,1.048248
19350.01604,1.228912,-1.745621,0.345871
19350.043170000004,0.682526,-0.989441,-0.073959
19350.07034,-0.613007,-1.004333,-0.115646
19350.09749,-0.529327,-2.926712,1.011688
19350.124649999998,-0.531128,-0.981445,1.678009
19350.15183,-0.404663,-0.768051,-0.322861
19350.17898000001,-0.17337,-0.914871,-0.954758
19350.20614,0.178864,-0.984085,-0.300476
19350.23329,-0.051422,-1.056427,0.226578
19350.26044,-0.266174,-1.020508,0.147934
19350.28762,-0.228668,-1.060318,-0.216293
19350.31477,-0.099823,-1.017853,-0.011047
19350.341929999995,-0.082169,-1.029968,0.011826
19350.36908,0.057449,-1.012894,0.094452
19350.39623,0.026077,-0.993042,-0.051758
19350.42341,-0.005936,-0.968246,0.038406
19350.450559999997,-0.024246,-1.025742,0.191483
19350.47772,-0.048721,-1.051941,0.11409
19350.504869999997,-0.101669,-1.057953,0.070999
19350.53202,-0.137192,-1.035233,0.202209
19350.5592,-0.201859,-1.212143,0.215118
19350.58635000001,-0.495071,-1.457657,-0.19249
19350.6135,-0.416428,-1.469269,-0.005554
19350.64065,-0.182617,-1.599579,0.05368
19350.6678,0.666946,-2.300659,0.385941
19350.69499,1.221329,-1.596527,0.556992
19350.72214,1.081345,-1.65332,-0.546677
19350.7493,0.472214,-0.963516,-0.686508
19350.77645,-0.397781,-0.252731,-0.502609
19350.803590000003,-0.580231,-0.209106,0.035583
19350.83078,-0.501892,-0.396561,0.32045
19350.85793,0.107986,-0.912094,0.361115
19350.88508,0.1931,-0.929306,0.137161
19350.912239999998,0.309174,-1.282242,0.283646
19350.939389999996,0.391006,-1.565491,0.366608
19350.96657,0.300095,-1.805527,0.304199
19350.99372,0.156479,-2.138687,0.251633
19351.02087,-0.068756,-2.211105,0.557281
19351.048020000002,0.25,-1.188278,1.506104
19351.07518,1.239792,-0.648087,2.343491
19351.10236,1.567886,0.192261,1.516098
19351.129509999995,1.700546,-0.931763,0.580444
19351.15666,0.116806,-1.805084,-1.618622
19351.18381,-0.22731,-0.781998,-0.190323
19351.21096,0.021683,-2.3582,1.384811
19351.23815,-0.502869,-0.999954,1.426208
19351.2653,-0.384155,-1.136429,0.02533
19351.29245,-0.244705,-0.860123,-0.470383
19351.3196,-0.25441,-0.869461,-0.816315
19351.34675,-0.022888,-1.02269,-0.583099
19351.37393,0.024307,-1.014008,-0.141464
19351.40108,-0.138489,-1.029541,0.122971
19351.42823000001,-0.284912,-0.999405,0.064285
19351.45523,-0.216599,-1.058762,-0.19075
19351.48238,0.003845,-1.015625,0.068481
19351.509559999995,0.053711,-1.027695,0.108383
19351.53671,-0.013779,-1.014069,0.143845
19351.563869999998,-0.016434,-0.992279,0.10907
19351.59102,-0.052353,-1.059433,0.03891
19351.61817,-0.121674,-1.112305,-0.050964
19351.64536,-0.180939,-1.092575,0.116409
19351.67251,-0.308884,-1.224335,0.231094
19351.69966,-0.436188,-1.366806,-0.039978
19351.7268,-0.53035,-1.700119,-0.185867
19351.75395,-0.433823,-1.468307,-0.247711
19351.78114,0.240738,-1.66185,0.125046
19351.80828,1.708099,-2.551208,0.679108
19351.83543,0.89502,-1.530563,-0.590393
19351.86259,0.801956,-1.284088,-0.620392
19351.88973,-0.080536,-0.200699,-0.400177
19351.91691,-0.392303,-0.120193,-0.02771
19351.944060000005,-0.48645,-0.293915,0.499908
19351.971210000003,-0.154373,-0.970245,0.253784
19351.99836,0.032837,-0.92189,0.132797
19352.02551,0.123215,-1.05336,0.196411
19352.05269,0.175064,-1.475327,0.351486
19352.07984,0.255768,-1.783066,0.54071
19352.10699,0.097244,-1.940704,0.42865
19352.13413,0.089401,-2.118134,0.565384
19352.16128,0.311935,-1.486984,1.206284
19352.18847,0.853973,-0.76889,1.463669
19352.21562,1.925766,-0.312881,2.269058
19352.24277,1.539505,-0.189163,0.778122
19352.26992,0.763702,-1.699097,-0.681961
19352.29706,-0.167511,-1.29335,-1.140259
19352.32425,0.008392,-1.410706,0.599899
19352.3514,-0.544373,-3.141693,2.626785
19352.37855,-0.513885,-0.766068,0.100281
19352.4057,-0.238113,-1.041229,-0.37944
19352.43285,-0.224365,-1.027588,-0.690262
19352.46002999999,-0.023331,-1.00293,-0.390503
19352.487179999996,4.88E-4,-1.012604,-0.060318
19352.514320000006,-0.159729,-1.008286,0.010971
19352.54148,-0.230194,-1.036179,-0.104645
19352.568630000005,-0.165344,-1.028137,-0.114456
19352.59580999999,0.155487,-1.015289,0.248703
19352.62296,0.03009,-1.021545,0.025558
19352.65011,-0.068344,-0.982101,-0.126389
19352.67726,-0.043686,-0.958817,0.095215
19352.70441,-0.022049,-1.065262,0.099228
19352.7316,-0.051086,-1.105957,0.029083
19352.75874,-0.205231,-1.137009,0.044662
19352.785899999995,-0.311554,-1.184296,0.216232
19352.81305,-0.470413,-1.483185,0.062424
19352.84019,-0.491806,-1.477188,-0.174667
19352.86738,-0.140381,-1.802155,-0.174286
19352.89453,0.460129,-1.998764,0.497772
19352.92167,1.252716,-2.402206,0.610748
19352.94882,0.477768,-0.942474,-0.533722
19352.97597,0.496841,-1.002594,-0.594223
19353.003150000004,-0.225815,-0.295059,-0.578018
19353.0303,-0.294403,-0.244965,-0.143066
19353.05745,-0.043213,-0.465347,0.379272
19353.0846,0.135498,-0.812531,0.422913
19353.11175,0.198288,-0.901108,0.226913
19353.13893,0.335724,-1.147736,0.412354
19353.16608,0.160156,-1.378723,0.331223
19353.19323,0.204407,-1.712723,0.287369
19353.22038,0.049042,-2.028442,0.213821
19353.24753,0.010437,-2.468109,0.956299
19353.27472,0.249161,-0.97731,1.474915
19353.30187,1.458038,-0.745193,2.036789
19353.32902,1.701004,0.104813,1.279144
19353.35617,1.851334,-1.177032,0.258148
19353.38332,0.106644,-1.57106,-1.86673
19353.4105,-0.29306,-0.783142,-0.267273
19353.43765,-0.318527,-2.212082,1.398529
19353.4648,-0.329544,-0.815247,1.357727
19353.491939999996,-0.179489,-1.048355,-0.062927
19353.519080000002,-0.342514,-0.899597,-0.65834
19353.54627,-0.069717,-1.045059,-0.3918
19353.573410000005,-0.056473,-1.134583,0.269653
19353.600559999995,-0.162323,-1.025345,0.324982
19353.62771,-0.131714,-0.980606,-0.307861
19353.654850000006,-0.107941,-0.979599,-0.409561
19353.68204,-0.100403,-1.0354,-0.062103
19353.70918,-0.022598,-1.041992,0.346313
19353.736339999992,-0.01265,-1.029922,0.284409
19353.763489999987,-0.002548,-0.957977,-0.09761
19353.79064,0.055771,-0.914841,-0.124191
19353.81782,0.123047,-0.962402,0.021454
19353.84498,0.11879,-1.040283,0.02124
19353.87213,-0.068344,-1.059067,0.087021
19353.89929,-0.175659,-1.070877,0.182892
19353.926440000003,-0.244644,-1.199448,0.168076
19353.95363,-0.320572,-1.360275,-0.092514
19353.98079,-0.453445,-1.274109,0.007507
19354.00794,-0.265564,-1.662598,0.059967
19354.035090000005,-0.003723,-1.422714,0.566574
19354.06224,1.163376,-3.181229,1.015579
19354.08943,0.840576,-0.365585,0.135391
19354.11658,1.037109,-1.851868,-0.911209
19354.14373,0.113998,-0.306931,-0.793533
19354.17088,-0.400925,-0.064362,-0.515778
19354.19803,-0.417633,-0.369034,0.026657
19354.22522,-0.341705,-0.6931,0.49292
19354.25237,-0.018829,-0.923889,0.676147
19354.27951,0.220718,-1.114044,0.386337
19354.30666,0.218628,-1.332611,0.414795
19354.333819999996,0.176147,-1.527695,0.323029
19354.361,0.351959,-1.804367,0.363266
19354.38815,0.185715,-1.907898,0.358032
19354.415300000004,0.031311,-1.713638,0.836136
19354.442450000002,0.469727,-1.025589,1.141174
19354.46959,0.918396,-0.575089,1.201721
19354.496779999998,1.302979,-0.388901,0.931778
19354.52393,1.345901,-1.339478,0.33963
19354.55108,0.59082,-1.364639,0.111618
19354.57822,0.131195,-1.545792,-0.652771
19354.60537,-0.827087,-0.731491,-0.297836
19354.63255,-1.319107,-2.511719,1.113754
19354.6597,-0.423874,-1.080444,0.688828
19354.68684,-0.01712,-1.111267,0.197708
19354.71399,0.073471,-0.883224,-0.386612
19354.74114,0.15062,-0.942322,-0.537109
19354.768320000003,0.062363,-0.980179,-0.443268
19354.79547,-0.267883,-1.013947,-0.189743
19354.82261,-0.24971,-0.969803,0.053833
19354.84976,-0.082047,-0.973206,0.036987
19354.87691,-0.71373,-0.882523,-1.088333
19354.90409,1.149277,-0.735718,2.566574
19354.93124,0.834885,-1.309052,-0.130157
19354.95839,-0.065872,-0.862015,0.014313
19354.985540000005,-0.539307,-1.40303,0.488083
19355.01269,-0.449234,-1.126434,0.116028
19355.039880000004,-0.027695,-1.169342,-0.015411
19355.067030000006,-0.215317,-1.043976,0.541183
19355.09418,-0.251617,-1.071976,0.403503
19355.12133,-0.261002,-1.176712,-0.165848
19355.14848,-0.294754,-1.228104,-0.3311
19355.17566,-0.156494,-1.537552,-0.199417
19355.20281,-0.022232,-1.252914,0.019836
19355.229960000004,0.330215,-1.202255,0.816574
19355.25711,1.201599,-2.716461,0.431793
19355.284250000004,0.782486,-0.691757,-0.081116
19355.311440000005,0.632706,-1.577179,-0.505615
19355.338590000003,-0.312622,-0.447693,-0.505814
19355.36573,-0.634689,-0.149399,-0.189056
19355.39288,-0.544388,-0.319351,0.252441
19355.42003,-0.197021,-0.715118,0.155762
19355.44722,0.250168,-0.985168,0.127167
19355.47437,0.43486,-1.152573,0.260712
19355.50152,0.62262,-1.512833,0.334793
19355.52867,0.718155,-1.704514,0.426376
19355.55582,0.395584,-1.794373,0.186996
19355.583009999995,0.345093,-2.350464,0.224457
19355.61016,0.34407,-1.751343,1.095413
19355.6373,0.45343,-0.933212,1.390549
19355.66445,1.088455,-0.433868,1.560272
19355.6916,1.281113,-0.097702,1.220306
19355.718790000006,1.326889,-1.554413,0.530533
19355.745939999997,0.508102,-1.53624,-0.633194
19355.77309,-0.261932,-0.766571,-0.404663
19355.80024,-0.23999,-3.323135,0.402939
19355.82739,-0.828461,-1.219391,1.896591
19355.854580000003,-0.594193,-0.833801,-0.074921
19355.88173,-0.483475,-0.825638,-0.6203
19355.908880000003,-0.209717,-0.919296,-0.706711
19355.93603,0.076904,-1.003876,-0.279434
19355.96318,-0.008606,-0.95961,-0.089294
19355.99037,-0.140991,-1.063187,0.001419
19356.01752,-0.202072,-1.010452,-0.034103
19356.04467,-0.14267,-1.05249,-0.024048
19356.07183,-0.09642,-1.009033,0.066467
19356.09898,0.018723,-1.143509,0.047104
19356.12617,-0.020493,-1.027344,-0.019455
19356.15332,-0.064545,-0.950775,-0.021622
19356.180470000007,-0.037308,-1.012466,0.016418
19356.20762,-0.065308,-1.088821,0.172241
19356.23477,-0.142776,-1.07901,0.179123
19356.261959999996,-0.236877,-1.16597,0.166977
19356.28911,-0.300903,-1.394653,-0.058746
19356.31626,-0.512787,-1.570251,-0.237015
19356.34341,-0.35463,-1.704895,0.028458
19356.37056,0.086517,-1.897141,0.042587
19356.39775,1.306061,-1.951218,0.899963
19356.4249,0.824982,-1.137329,-0.378586
19356.45205,0.446136,-0.984726,-0.728333
19356.479050000005,-0.301834,-0.225021,-0.363449
19356.506200000003,-0.630188,-0.157043,-0.030563
19356.533379999997,-0.643585,-0.254944,0.45076
19356.560539999995,-0.305145,-0.761215,0.29718
19356.58769,0.139267,-1.033081,0.586731
19356.61484,0.140335,-1.182404,0.380295
19356.642,0.075592,-1.463486,0.404037
19356.66919,0.011047,-1.700394,0.341507
19356.69634,-0.13443,-1.880981,0.266434
19356.72349,-0.179169,-1.949677,0.336563
19356.75065,0.113602,-1.556122,0.970383
19356.7778,0.786118,-0.803894,1.773819
19356.80499,1.612198,-0.166794,1.998322
19356.83214,1.7005,-0.40184,1.007431
19356.85929,1.02774,-1.641342,-1.376968
19356.88644,-0.096146,-0.865387,-0.212585
19356.91359,0.113159,-2.42984,1.288086
19356.94078,-0.211014,-0.834076,1.277817
