time (ms),x-accel,y-accel,z-accel
86980.66978,1.017685,-0.812057,0.601028
86980.69502,0.006897,-1.59523,-0.39949
86980.72026,-1.992126,-0.623215,-0.101547
86980.74552,-1.568283,-2.15155,1.4095
86980.77076,2.492889,-1.462006,-0.964432
86980.79603,0.94371,-1.226349,0.373154
86980.82126,-0.860428,-0.731186,1.055649
86980.84651,-0.685104,-1.063232,0.210922
86980.87177,0.673477,-1.011627,-0.063263
86980.89701,-0.334686,-1.003311,0.215637
86980.92227,-0.422424,-0.890717,0.225235
86980.94751,-0.203293,-0.879761,0.247391
86980.97275,-0.12468,-0.923569,0.260361
86980.99801,0.082687,-0.995621,0.239426
86981.02325,0.076859,-1.007828,0.234543
86981.04851,0.000687,-0.994965,0.248856
86981.07375,0.045395,-0.987015,0.265488
86981.09899,-0.012573,-1.000961,0.253098
86981.12425,-0.027481,-0.992966,0.239548
86981.14949,0.101303,-1.020782,0.224045
86981.17475,0.050385,-1.08728,0.268066
86981.19999,0.164948,-1.05632,0.229721
86981.22523,0.146393,-1.099075,0.23671
86981.25049,0.085388,-1.184219,0.31633
86981.27573,0.052826,-1.332581,0.287552
86981.30099,-0.019882,-1.556656,0.034821
86981.32623,-0.352463,-1.627914,-0.078888
86981.35147,-0.555298,-1.344788,0.227417
86981.37674,-0.026749,-1.887894,0.654282
86981.40198,1.033279,-1.739548,0.337082
86981.42724,0.460556,-1.141998,0.447357
86981.45248,0.315857,-0.765335,0.138275
86981.47773,-0.046143,-0.863419,0.19635
86981.50299,-0.446854,-0.407211,0.075714
86981.52823,-0.59993,-0.422958,0.00296
86981.55349,-0.130249,-0.717361,0.129654
86981.57873,0.172638,-0.764465,0.107895
86981.60397,0.334045,-0.830399,0.18187
86981.62923,0.450974,-1.044022,0.238495
86981.65447,0.382462,-1.08049,0.299957
86981.67973,0.306778,-1.229523,0.479156
86981.70497,0.414276,-1.440964,0.59343
86981.73021,0.663284,-1.465729,0.800034
86981.75548,1.260193,-1.592773,0.684708
86981.78072,0.846695,-1.248642,0.677689
86981.80599,0.996506,-1.089691,0.735672
86981.83123,1.064636,-0.517548,0.771744
86981.85647,1.244659,-0.657745,0.5802
86981.88173,0.90918,-0.925629,0.479111
86981.90697,0.088226,-1.617477,-0.251724
86981.93223,-1.589661,-0.731308,0.080444
86981.95747,-1.777298,-2.005539,1.098282
86981.98271,0.873001,-1.074829,0.607239
86982.00797,1.741547,-0.540146,0.682785
86982.03321,0.028168,-1.205353,0.597778
86982.05848,-0.910004,-0.829453,0.188126
86982.08371,-0.029022,-1.026154,0.060684
86982.10896,0.123047,-1.051117,0.079834
86982.13422,0.093491,-1.018433,0.204269
86982.15946,-0.064651,-0.969376,0.190399
86982.18472,-0.155594,-0.935944,0.236069
86982.20996,-0.012344,-0.9729,0.231552
86982.2352,-0.00351,-0.992996,0.229019
86982.26045,0.05481,-0.987045,0.235947
86982.2857,0.046692,-0.9646,0.254517
